report_type,organization,platform,metric,target,date,dim1,dim2,value
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,B,XX,1120
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,B,YY,1121
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,B,ZZ,1122
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,C,XX,1123
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,C,YY,1124
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2019-12-01,C,ZZ,1125
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,A,XX,1126
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,A,YY,1127
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,A,ZZ,1128
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,B,XX,1129
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,B,YY,1130
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,B,ZZ,1131
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,C,XX,1132
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,C,YY,1133
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-01-01,C,ZZ,1134
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,A,XX,1135
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,A,YY,1136
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,A,ZZ,1137
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,B,XX,1138
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,B,YY,1139
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,B,ZZ,1140
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,C,XX,1141
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,C,YY,1142
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-02-01,C,ZZ,1143
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,A,XX,1144
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,A,YY,1145
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,A,ZZ,1146
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,B,XX,1147
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,B,YY,1148
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,B,ZZ,1149
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,C,XX,1150
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,C,YY,1151
Report type 2,Organization 1,Platform 1,Metric 2,Title 2,2020-03-01,C,ZZ,1152
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,A,XX,1153
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,A,YY,1154
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,A,ZZ,1155
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,B,XX,1156
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,B,YY,1157
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,B,ZZ,1158
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,C,XX,1159
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,C,YY,1160
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2019-12-01,C,ZZ,1161
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,A,XX,1162
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,A,YY,1163
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,A,ZZ,1164
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,B,XX,1165
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,B,YY,1166
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,B,ZZ,1167
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,C,XX,1168
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,C,YY,1169
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-01-01,C,ZZ,1170
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,A,XX,1171
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,A,YY,1172
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,A,ZZ,1173
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,B,XX,1174
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,B,YY,1175
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,B,ZZ,1176
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,C,XX,1177
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,C,YY,1178
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-02-01,C,ZZ,1179
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,A,XX,1180
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,A,YY,1181
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,A,ZZ,1182
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,B,XX,1183
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,B,YY,1184
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,B,ZZ,1185
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,C,XX,1186
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,C,YY,1187
Report type 2,Organization 1,Platform 1,Metric 2,Title 3,2020-03-01,C,ZZ,1188
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,A,XX,1189
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,A,YY,1190
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,A,ZZ,1191
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,B,XX,1192
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,B,YY,1193
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,B,ZZ,1194
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,C,XX,1195
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,C,YY,1196
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2019-12-01,C,ZZ,1197
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,A,XX,1198
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,A,YY,1199
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,A,ZZ,1200
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,B,XX,1201
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,B,YY,1202
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,B,ZZ,1203
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,C,XX,1204
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,C,YY,1205
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-01-01,C,ZZ,1206
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,A,XX,1207
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,A,YY,1208
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,A,ZZ,1209
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,B,XX,1210
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,B,YY,1211
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,B,ZZ,1212
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,C,XX,1213
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,C,YY,1214
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-02-01,C,ZZ,1215
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,A,XX,1216
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,A,YY,1217
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,A,ZZ,1218
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,B,XX,1219
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,B,YY,1220
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,B,ZZ,1221
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,C,XX,1222
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,C,YY,1223
Report type 2,Organization 1,Platform 1,Metric 3,Title 1,2020-03-01,C,ZZ,1224
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,A,XX,1225
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,A,YY,1226
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,A,ZZ,1227
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,B,XX,1228
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,B,YY,1229
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,B,ZZ,1230
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,C,XX,1231
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,C,YY,1232
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2019-12-01,C,ZZ,1233
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,A,XX,1234
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,A,YY,1235
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,A,ZZ,1236
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,B,XX,1237
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,B,YY,1238
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,B,ZZ,1239
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,C,XX,1240
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,C,YY,1241
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-01-01,C,ZZ,1242
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,A,XX,1243
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,A,YY,1244
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,A,ZZ,1245
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,B,XX,1246
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,B,YY,1247
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,B,ZZ,1248
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,C,XX,1249
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,C,YY,1250
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-02-01,C,ZZ,1251
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,A,XX,1252
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,A,YY,1253
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,A,ZZ,1254
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,B,XX,1255
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,B,YY,1256
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,B,ZZ,1257
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,C,XX,1258
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,C,YY,1259
Report type 2,Organization 1,Platform 1,Metric 3,Title 2,2020-03-01,C,ZZ,1260
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,A,XX,1261
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,A,YY,1262
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,A,ZZ,1263
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,B,XX,1264
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,B,YY,1265
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,B,ZZ,1266
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,C,XX,1267
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,C,YY,1268
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2019-12-01,C,ZZ,1269
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,A,XX,1270
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,A,YY,1271
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,A,ZZ,1272
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,B,XX,1273
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,B,YY,1274
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,B,ZZ,1275
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,C,XX,1276
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,C,YY,1277
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-01-01,C,ZZ,1278
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,A,XX,1279
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,A,YY,1280
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,A,ZZ,1281
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,B,XX,1282
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,B,YY,1283
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,B,ZZ,1284
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,C,XX,1285
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,C,YY,1286
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-02-01,C,ZZ,1287
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,A,XX,1288
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,A,YY,1289
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,A,ZZ,1290
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,B,XX,1291
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,B,YY,1292
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,B,ZZ,1293
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,C,XX,1294
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,C,YY,1295
Report type 2,Organization 1,Platform 1,Metric 3,Title 3,2020-03-01,C,ZZ,1296
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,A,XX,1297
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,A,YY,1298
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,A,ZZ,1299
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,B,XX,1300
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,B,YY,1301
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,B,ZZ,1302
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,C,XX,1303
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,C,YY,1304
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2019-12-01,C,ZZ,1305
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,A,XX,1306
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,A,YY,1307
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,A,ZZ,1308
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,B,XX,1309
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,B,YY,1310
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,B,ZZ,1311
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,C,XX,1312
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,C,YY,1313
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-01-01,C,ZZ,1314
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,A,XX,1315
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,A,YY,1316
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,A,ZZ,1317
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,B,XX,1318
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,B,YY,1319
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,B,ZZ,1320
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,C,XX,1321
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,C,YY,1322
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-02-01,C,ZZ,1323
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,A,XX,1324
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,A,YY,1325
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,A,ZZ,1326
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,B,XX,1327
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,B,YY,1328
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,B,ZZ,1329
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,C,XX,1330
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,C,YY,1331
Report type 2,Organization 1,Platform 2,Metric 1,Title 1,2020-03-01,C,ZZ,1332
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,A,XX,1333
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,A,YY,1334
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,A,ZZ,1335
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,B,XX,1336
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,B,YY,1337
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,B,ZZ,1338
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,C,XX,1339
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,C,YY,1340
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2019-12-01,C,ZZ,1341
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,A,XX,1342
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,A,YY,1343
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,A,ZZ,1344
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,B,XX,1345
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,B,YY,1346
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,B,ZZ,1347
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,C,XX,1348
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,C,YY,1349
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-01-01,C,ZZ,1350
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,A,XX,1351
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,A,YY,1352
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,A,ZZ,1353
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,B,XX,1354
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,B,YY,1355
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,B,ZZ,1356
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,C,XX,1357
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,C,YY,1358
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-02-01,C,ZZ,1359
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,A,XX,1360
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,A,YY,1361
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,A,ZZ,1362
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,B,XX,1363
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,B,YY,1364
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,B,ZZ,1365
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,C,XX,1366
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,C,YY,1367
Report type 2,Organization 1,Platform 2,Metric 1,Title 2,2020-03-01,C,ZZ,1368
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,A,XX,1369
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,A,YY,1370
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,A,ZZ,1371
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,B,XX,1372
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,B,YY,1373
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,B,ZZ,1374
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,C,XX,1375
Report type 2,Organization 1,Platform 2,Metric 1,Title 3,2019-12-01,C,YY,1376
